area_name,year,analysis
Bhundiya  ,2025,Predicted growth class: low | Model confidence: 99.9% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Nabhoi,2033,Predicted growth class: medium | Model confidence: 96.9% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Nabhoi,2034,Predicted growth class: medium | Model confidence: 96.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Nabhoi,2035,Predicted growth class: medium | Model confidence: 96.8% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Nabhoi,2036,Predicted growth class: medium | Model confidence: 96.8% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Nabhoi,2037,Predicted growth class: medium | Model confidence: 96.6% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Nabhoi,2038,Predicted growth class: medium | Model confidence: 96.4% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Nabhoi,2039,Predicted growth class: medium | Model confidence: 96.2% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Nabhoi,2040,Predicted growth class: medium | Model confidence: 97.5% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2025,Predicted growth class: medium | Model confidence: 91.0% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2026,Predicted growth class: medium | Model confidence: 95.8% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2027,Predicted growth class: medium | Model confidence: 92.2% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2028,Predicted growth class: medium | Model confidence: 80.0% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2029,Predicted growth class: medium | Model confidence: 77.0% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2030,Predicted growth class: medium | Model confidence: 56.2% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2031,Predicted growth class: medium | Model confidence: 62.5% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2032,Predicted growth class: medium | Model confidence: 59.5% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2033,Predicted growth class: medium | Model confidence: 59.9% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2034,Predicted growth class: medium | Model confidence: 58.2% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2035,Predicted growth class: medium | Model confidence: 58.1% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2036,Predicted growth class: high | Model confidence: 56.5% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2037,Predicted growth class: medium | Model confidence: 60.2% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2038,Predicted growth class: medium | Model confidence: 60.5% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2039,Predicted growth class: high | Model confidence: 52.0% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Nana Chiloda Gam,2040,Predicted growth class: high | Model confidence: 58.1% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
New Indiranagar,2025,Predicted growth class: low | Model confidence: 95.1% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
New Indiranagar,2026,Predicted growth class: low | Model confidence: 96.1% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
New Indiranagar,2027,Predicted growth class: low | Model confidence: 94.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
New Indiranagar,2028,Predicted growth class: low | Model confidence: 93.2% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
New Indiranagar,2029,Predicted growth class: low | Model confidence: 93.3% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
New Indiranagar,2030,Predicted growth class: low | Model confidence: 92.9% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
New Indiranagar,2031,Predicted growth class: low | Model confidence: 89.9% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
New Indiranagar,2032,Predicted growth class: low | Model confidence: 88.4% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
New Indiranagar,2033,Predicted growth class: low | Model confidence: 88.4% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
New Indiranagar,2034,Predicted growth class: low | Model confidence: 88.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
New Indiranagar,2035,Predicted growth class: low | Model confidence: 88.6% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
New Indiranagar,2036,Predicted growth class: low | Model confidence: 88.3% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
New Indiranagar,2037,Predicted growth class: low | Model confidence: 88.4% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
New Indiranagar,2038,Predicted growth class: low | Model confidence: 88.6% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
New Indiranagar,2039,Predicted growth class: low | Model confidence: 88.6% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
New Indiranagar,2040,Predicted growth class: low | Model confidence: 88.6% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Pethapur,2025,Predicted growth class: high | Model confidence: 83.4% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Pethapur,2026,Predicted growth class: high | Model confidence: 91.4% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Pethapur,2027,Predicted growth class: high | Model confidence: 91.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Pethapur,2028,Predicted growth class: high | Model confidence: 88.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Pethapur,2029,Predicted growth class: high | Model confidence: 89.7% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Pethapur,2030,Predicted growth class: high | Model confidence: 85.2% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Pethapur,2031,Predicted growth class: high | Model confidence: 89.1% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Pethapur,2032,Predicted growth class: high | Model confidence: 90.9% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Pethapur,2033,Predicted growth class: high | Model confidence: 90.6% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Pethapur,2034,Predicted growth class: high | Model confidence: 88.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Pethapur,2035,Predicted growth class: high | Model confidence: 88.1% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Pethapur,2036,Predicted growth class: high | Model confidence: 84.6% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Pethapur,2037,Predicted growth class: high | Model confidence: 80.7% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Pethapur,2038,Predicted growth class: high | Model confidence: 80.9% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Pethapur,2039,Predicted growth class: high | Model confidence: 79.6% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Pethapur,2040,Predicted growth class: high | Model confidence: 80.0% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Randesan,2025,Predicted growth class: high | Model confidence: 96.8% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Randesan,2026,Predicted growth class: high | Model confidence: 98.2% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Randesan,2027,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Randesan,2028,Predicted growth class: high | Model confidence: 97.0% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Randesan,2029,Predicted growth class: high | Model confidence: 95.2% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Randesan,2030,Predicted growth class: high | Model confidence: 84.2% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Randesan,2031,Predicted growth class: high | Model confidence: 83.7% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Randesan,2032,Predicted growth class: high | Model confidence: 79.2% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Randesan,2033,Predicted growth class: high | Model confidence: 78.5% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Randesan,2034,Predicted growth class: high | Model confidence: 78.1% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Randesan,2035,Predicted growth class: high | Model confidence: 77.8% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Randesan,2036,Predicted growth class: high | Model confidence: 78.2% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Randesan,2037,Predicted growth class: high | Model confidence: 76.8% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Randesan,2038,Predicted growth class: high | Model confidence: 78.5% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Randesan,2039,Predicted growth class: high | Model confidence: 78.0% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Randesan,2040,Predicted growth class: high | Model confidence: 78.0% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Randheja,2025,Predicted growth class: low | Model confidence: 84.0% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Randheja,2026,Predicted growth class: low | Model confidence: 70.1% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Randheja,2027,Predicted growth class: low | Model confidence: 68.2% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Randheja,2028,Predicted growth class: low | Model confidence: 55.2% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Randheja,2029,Predicted growth class: low | Model confidence: 59.9% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Randheja,2030,Predicted growth class: low | Model confidence: 62.9% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Randheja,2031,Predicted growth class: low | Model confidence: 63.2% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Randheja,2032,Predicted growth class: low | Model confidence: 68.2% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Randheja,2033,Predicted growth class: low | Model confidence: 66.8% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Randheja,2034,Predicted growth class: medium | Model confidence: 73.4% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Randheja,2035,Predicted growth class: medium | Model confidence: 66.5% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Randheja,2036,Predicted growth class: high | Model confidence: 73.0% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Randheja,2037,Predicted growth class: high | Model confidence: 73.2% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Randheja,2038,Predicted growth class: high | Model confidence: 73.8% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Randheja,2039,Predicted growth class: high | Model confidence: 75.2% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Randheja,2040,Predicted growth class: high | Model confidence: 75.2% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Rural Fringe,2025,Predicted growth class: low | Model confidence: 82.3% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Rural Fringe,2026,Predicted growth class: low | Model confidence: 87.2% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Rural Fringe,2027,Predicted growth class: low | Model confidence: 84.9% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Rural Fringe,2028,Predicted growth class: low | Model confidence: 85.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Rural Fringe,2029,Predicted growth class: low | Model confidence: 78.7% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Rural Fringe,2030,Predicted growth class: medium | Model confidence: 80.7% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Rural Fringe,2031,Predicted growth class: medium | Model confidence: 83.1% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Rural Fringe,2032,Predicted growth class: medium | Model confidence: 85.4% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Rural Fringe,2033,Predicted growth class: medium | Model confidence: 88.2% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Rural Fringe,2034,Predicted growth class: medium | Model confidence: 87.8% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Rural Fringe,2035,Predicted growth class: medium | Model confidence: 90.2% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Rural Fringe,2036,Predicted growth class: medium | Model confidence: 93.2% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Rural Fringe,2037,Predicted growth class: medium | Model confidence: 92.7% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Rural Fringe,2038,Predicted growth class: medium | Model confidence: 91.8% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Rural Fringe,2039,Predicted growth class: medium | Model confidence: 91.8% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Rural Fringe,2040,Predicted growth class: medium | Model confidence: 92.5% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sargasan,2025,Predicted growth class: high | Model confidence: 83.5% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sargasan,2026,Predicted growth class: high | Model confidence: 68.5% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sargasan,2027,Predicted growth class: high | Model confidence: 82.5% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sargasan,2028,Predicted growth class: high | Model confidence: 86.5% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sargasan,2029,Predicted growth class: high | Model confidence: 90.3% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sargasan,2030,Predicted growth class: high | Model confidence: 87.2% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sargasan,2031,Predicted growth class: high | Model confidence: 85.4% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sargasan,2032,Predicted growth class: high | Model confidence: 86.3% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sargasan,2033,Predicted growth class: high | Model confidence: 85.8% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sargasan,2034,Predicted growth class: high | Model confidence: 85.7% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sargasan,2035,Predicted growth class: high | Model confidence: 78.1% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sargasan,2036,Predicted growth class: high | Model confidence: 76.8% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sargasan,2037,Predicted growth class: high | Model confidence: 76.2% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sargasan,2038,Predicted growth class: high | Model confidence: 77.3% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sargasan,2039,Predicted growth class: high | Model confidence: 70.6% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sargasan,2040,Predicted growth class: high | Model confidence: 71.3% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 1,2025,Predicted growth class: medium | Model confidence: 96.3% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 1,2026,Predicted growth class: medium | Model confidence: 98.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 1,2027,Predicted growth class: medium | Model confidence: 99.6% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 1,2028,Predicted growth class: medium | Model confidence: 99.2% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 1,2029,Predicted growth class: medium | Model confidence: 99.4% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 1,2030,Predicted growth class: medium | Model confidence: 99.3% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 1,2031,Predicted growth class: medium | Model confidence: 99.6% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 1,2032,Predicted growth class: medium | Model confidence: 99.6% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 1,2033,Predicted growth class: medium | Model confidence: 99.6% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 1,2034,Predicted growth class: medium | Model confidence: 99.6% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 1,2035,Predicted growth class: medium | Model confidence: 99.6% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 1,2036,Predicted growth class: medium | Model confidence: 99.6% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 1,2037,Predicted growth class: medium | Model confidence: 99.7% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 1,2038,Predicted growth class: medium | Model confidence: 99.7% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 1,2039,Predicted growth class: medium | Model confidence: 99.6% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 1,2040,Predicted growth class: medium | Model confidence: 99.6% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 10A,2025,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 10A,2026,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 10A,2027,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 10A,2028,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 10A,2029,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 10A,2030,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 10A,2031,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 10A,2032,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 10A,2033,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 10A,2034,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 10A,2035,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 10A,2036,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 10A,2037,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 10A,2038,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 10A,2039,Predicted growth class: high | Model confidence: 98.3% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 10A,2040,Predicted growth class: high | Model confidence: 98.3% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 11,2025,Predicted growth class: medium | Model confidence: 92.3% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 11,2026,Predicted growth class: medium | Model confidence: 95.4% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 11,2027,Predicted growth class: medium | Model confidence: 90.3% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 11,2028,Predicted growth class: medium | Model confidence: 96.8% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 11,2029,Predicted growth class: medium | Model confidence: 97.1% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 11,2030,Predicted growth class: medium | Model confidence: 97.2% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 11,2031,Predicted growth class: medium | Model confidence: 97.0% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 11,2032,Predicted growth class: medium | Model confidence: 96.9% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 11,2033,Predicted growth class: medium | Model confidence: 97.0% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 11,2034,Predicted growth class: medium | Model confidence: 96.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 11,2035,Predicted growth class: medium | Model confidence: 96.5% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 11,2036,Predicted growth class: medium | Model confidence: 95.2% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 11,2037,Predicted growth class: medium | Model confidence: 95.1% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 11,2038,Predicted growth class: medium | Model confidence: 94.7% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 11,2039,Predicted growth class: medium | Model confidence: 92.8% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 11,2040,Predicted growth class: medium | Model confidence: 92.0% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 12B,2025,Predicted growth class: high | Model confidence: 97.2% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 12B,2026,Predicted growth class: high | Model confidence: 98.7% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 12B,2027,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 12B,2028,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 12B,2029,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 12B,2030,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 12B,2031,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 12B,2032,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 12B,2033,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 12B,2034,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 12B,2035,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 12B,2036,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 12B,2037,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 12B,2038,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 12B,2039,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 12B,2040,Predicted growth class: high | Model confidence: 99.0% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 13,2025,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 13,2026,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 13,2027,Predicted growth class: high | Model confidence: 99.4% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 13,2028,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 13,2029,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 13,2030,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 13,2031,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 13,2032,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 13,2033,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 13,2034,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 13,2035,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 13,2036,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 13,2037,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 13,2038,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 13,2039,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 13,2040,Predicted growth class: high | Model confidence: 98.9% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 13B,2025,Predicted growth class: high | Model confidence: 99.1% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 13B,2026,Predicted growth class: high | Model confidence: 98.6% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 13B,2027,Predicted growth class: high | Model confidence: 99.1% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 13B,2028,Predicted growth class: high | Model confidence: 98.3% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 13B,2029,Predicted growth class: high | Model confidence: 98.4% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 13B,2030,Predicted growth class: high | Model confidence: 98.3% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 13B,2031,Predicted growth class: high | Model confidence: 98.3% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 13B,2032,Predicted growth class: high | Model confidence: 98.3% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 13B,2033,Predicted growth class: high | Model confidence: 98.4% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 13B,2034,Predicted growth class: high | Model confidence: 98.0% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 13B,2035,Predicted growth class: high | Model confidence: 98.0% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
Sector 13B,2036,Predicted growth class: high | Model confidence: 98.0% | Forecast generated for year 2036 | Prediction based on historical urban growth patterns
Sector 13B,2037,Predicted growth class: high | Model confidence: 98.0% | Forecast generated for year 2037 | Prediction based on historical urban growth patterns
Sector 13B,2038,Predicted growth class: high | Model confidence: 98.0% | Forecast generated for year 2038 | Prediction based on historical urban growth patterns
Sector 13B,2039,Predicted growth class: high | Model confidence: 98.0% | Forecast generated for year 2039 | Prediction based on historical urban growth patterns
Sector 13B,2040,Predicted growth class: high | Model confidence: 97.9% | Forecast generated for year 2040 | Prediction based on historical urban growth patterns
Sector 14,2025,Predicted growth class: low | Model confidence: 97.2% | Forecast generated for year 2025 | Prediction based on historical urban growth patterns
Sector 14,2026,Predicted growth class: low | Model confidence: 97.3% | Forecast generated for year 2026 | Prediction based on historical urban growth patterns
Sector 14,2027,Predicted growth class: low | Model confidence: 96.5% | Forecast generated for year 2027 | Prediction based on historical urban growth patterns
Sector 14,2028,Predicted growth class: low | Model confidence: 94.6% | Forecast generated for year 2028 | Prediction based on historical urban growth patterns
Sector 14,2029,Predicted growth class: low | Model confidence: 94.5% | Forecast generated for year 2029 | Prediction based on historical urban growth patterns
Sector 14,2030,Predicted growth class: low | Model confidence: 93.3% | Forecast generated for year 2030 | Prediction based on historical urban growth patterns
Sector 14,2031,Predicted growth class: low | Model confidence: 87.6% | Forecast generated for year 2031 | Prediction based on historical urban growth patterns
Sector 14,2032,Predicted growth class: low | Model confidence: 86.6% | Forecast generated for year 2032 | Prediction based on historical urban growth patterns
Sector 14,2033,Predicted growth class: low | Model confidence: 86.6% | Forecast generated for year 2033 | Prediction based on historical urban growth patterns
Sector 14,2034,Predicted growth class: low | Model confidence: 86.2% | Forecast generated for year 2034 | Prediction based on historical urban growth patterns
Sector 14,2035,Predicted growth class: low | Model confidence: 85.5% | Forecast generated for year 2035 | Prediction based on historical urban growth patterns
