area_name,year,analysis
Kolavda,2019,"In 2019, only about 11% of Kolavda had buildings or roads on it — most of the area was still open land. | Barely any change from 2018 to 2019 — the area stayed almost exactly the same. | There was a decent amount of greenery in Kolavda in 2019 — still some trees and open patches, not fully built over. | In 2019, Kolavda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Kolavda,2020,"In 2020, only about 11% of Kolavda had buildings or roads on it — most of the area was still open land. | Barely any change from 2019 to 2020 — the area stayed almost exactly the same. | There was a decent amount of greenery in Kolavda in 2020 — still some trees and open patches, not fully built over. | In 2020, Kolavda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Kolavda,2021,"In 2021, only about 11% of Kolavda had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2020 to 2021 — just 0.6% more land got covered. | Kolavda still had plenty of trees and green cover in 2021 — a lot of land was natural and untouched. | In 2021, Kolavda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Kolavda,2022,"In 2022, only about 11% of Kolavda had buildings or roads on it — most of the area was still open land. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | Kolavda still had plenty of trees and green cover in 2022 — a lot of land was natural and untouched. | In 2022, Kolavda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Kolavda,2023,"In 2023, only about 12% of Kolavda had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2022 to 2023 — just 0.8% more land got covered. | Kolavda still had plenty of trees and green cover in 2023 — a lot of land was natural and untouched. | In 2023, Kolavda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Kolavda,2024,"In 2024, only about 12% of Kolavda had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2023 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Kolavda still had plenty of trees and green cover in 2024 — a lot of land was natural and untouched. | In 2024, Kolavda was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Kudasan,2016,"In 2016, around 39% of Kudasan was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Kudasan by 2016 — most natural land had been replaced by construction. | Night-time activity in Kudasan was limited in 2016 — some streets and homes lit up, but it was not a very busy area."
Kudasan,2017,"By 2017, more than half of Kudasan was built up (43%) — it had turned into a fairly developed neighbourhood. | Compared to 2016, construction jumped noticeably — about 4.5% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Kudasan in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Kudasan was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Kudasan,2018,"By 2018, more than half of Kudasan was built up (46%) — it had turned into a fairly developed neighbourhood. | Compared to 2017, construction jumped noticeably — about 3.0% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Kudasan in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Kudasan was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Kudasan,2019,"By 2019, more than half of Kudasan was built up (47%) — it had turned into a fairly developed neighbourhood. | Barely any change from 2018 to 2019 — the area stayed almost exactly the same. | Green cover was getting thin in Kudasan by 2019 — most natural land had been replaced by construction. | Night-time activity in Kudasan was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Kudasan,2020,"By 2020, more than half of Kudasan was built up (48%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2019 and 2020 — roughly 1.8% more land was built on. | There was a decent amount of greenery in Kudasan in 2020 — still some trees and open patches, not fully built over. | In 2020, Kudasan had decent night-time lighting — a lively mix of homes and shops active after dark."
Kudasan,2021,"By 2021, more than half of Kudasan was built up (50%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.9% more land was built on. | There was a decent amount of greenery in Kudasan in 2021 — still some trees and open patches, not fully built over. | In 2021, Kudasan had decent night-time lighting — a lively mix of homes and shops active after dark."
Kudasan,2022,"By 2022, more than half of Kudasan was built up (51%) — it had turned into a fairly developed neighbourhood. | A small amount of new construction happened from 2021 to 2022 — just 0.7% more land got covered. | There was a decent amount of greenery in Kudasan in 2022 — still some trees and open patches, not fully built over. | In 2022, Kudasan had decent night-time lighting — a lively mix of homes and shops active after dark."
Kudasan,2023,"By 2023, more than half of Kudasan was built up (53%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2022 and 2023 — roughly 1.8% more land was built on. | There was a decent amount of greenery in Kudasan in 2023 — still some trees and open patches, not fully built over. | In 2023, Kudasan had decent night-time lighting — a lively mix of homes and shops active after dark."
Kudasan,2024,"By 2024, more than half of Kudasan was built up (52%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2023 (by about 0.7%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Kudasan in 2024 — still some trees and open patches, not fully built over. | In 2024, Kudasan had decent night-time lighting — a lively mix of homes and shops active after dark."
Lekawada,2016,"In 2016, around 16% of Lekawada was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Lekawada by 2016 — most natural land had been replaced by construction. | In 2016, Lekawada was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada,2017,"In 2017, around 18% of Lekawada was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.3% more land was built on. | There was a decent amount of greenery in Lekawada in 2017 — still some trees and open patches, not fully built over. | In 2017, Lekawada was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada,2018,"In 2018, around 19% of Lekawada was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2017 and 2018 — roughly 1.1% more land was built on. | There was a decent amount of greenery in Lekawada in 2018 — still some trees and open patches, not fully built over. | In 2018, Lekawada was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada,2019,"In 2019, around 19% of Lekawada was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2018 to 2019 — the area stayed almost exactly the same. | There was a decent amount of greenery in Lekawada in 2019 — still some trees and open patches, not fully built over. | In 2019, Lekawada was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada,2020,"In 2020, around 19% of Lekawada was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2019 to 2020 — just 0.5% more land got covered. | There was a decent amount of greenery in Lekawada in 2020 — still some trees and open patches, not fully built over. | In 2020, Lekawada was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada,2021,"In 2021, around 20% of Lekawada was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2020 to 2021 — just 0.8% more land got covered. | There was a decent amount of greenery in Lekawada in 2021 — still some trees and open patches, not fully built over. | In 2021, Lekawada was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada,2022,"In 2022, around 21% of Lekawada was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.4% more land was built on. | There was a decent amount of greenery in Lekawada in 2022 — still some trees and open patches, not fully built over. | In 2022, Lekawada was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada,2023,"In 2023, around 22% of Lekawada was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2022 to 2023 — just 0.4% more land got covered. | There was a decent amount of greenery in Lekawada in 2023 — still some trees and open patches, not fully built over. | In 2023, Lekawada was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada,2024,"In 2024, around 21% of Lekawada was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2023 (by about 0.7%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Lekawada in 2024 — still some trees and open patches, not fully built over. | In 2024, Lekawada was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada village,2016,"In 2016, only about 7% of Lekawada village had buildings or roads on it — most of the area was still open land. | Green cover was getting thin in Lekawada village by 2016 — most natural land had been replaced by construction. | In 2016, Lekawada village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada village,2017,"In 2017, only about 8% of Lekawada village had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.5% more land was built on. | Lekawada village still had plenty of trees and green cover in 2017 — a lot of land was natural and untouched. | In 2017, Lekawada village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada village,2018,"In 2018, only about 9% of Lekawada village had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2017 and 2018 — roughly 1.1% more land was built on. | Lekawada village still had plenty of trees and green cover in 2018 — a lot of land was natural and untouched. | In 2018, Lekawada village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada village,2019,"In 2019, only about 10% of Lekawada village had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2018 to 2019 — just 0.8% more land got covered. | There was a decent amount of greenery in Lekawada village in 2019 — still some trees and open patches, not fully built over. | In 2019, Lekawada village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada village,2020,"In 2020, only about 10% of Lekawada village had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2019 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Lekawada village still had plenty of trees and green cover in 2020 — a lot of land was natural and untouched. | In 2020, Lekawada village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada village,2021,"In 2021, only about 11% of Lekawada village had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.0% more land was built on. | Lekawada village still had plenty of trees and green cover in 2021 — a lot of land was natural and untouched. | In 2021, Lekawada village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada village,2022,"In 2022, only about 11% of Lekawada village had buildings or roads on it — most of the area was still open land. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | Lekawada village still had plenty of trees and green cover in 2022 — a lot of land was natural and untouched. | In 2022, Lekawada village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada village,2023,"In 2023, only about 11% of Lekawada village had buildings or roads on it — most of the area was still open land. | A small amount of new construction happened from 2022 to 2023 — just 0.4% more land got covered. | Lekawada village still had plenty of trees and green cover in 2023 — a lot of land was natural and untouched. | In 2023, Lekawada village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Lekawada village,2024,"In 2024, only about 10% of Lekawada village had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2023 (by about 1.0%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Lekawada village still had plenty of trees and green cover in 2024 — a lot of land was natural and untouched. | In 2024, Lekawada village was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
NH-8,2016,"In 2016, around 16% of NH-8 was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in NH-8 by 2016 — most natural land had been replaced by construction. | In 2016, NH-8 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
NH-8,2017,"In 2017, around 18% of NH-8 was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 2.0% more land was built on. | NH-8 still had plenty of trees and green cover in 2017 — a lot of land was natural and untouched. | In 2017, NH-8 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
NH-8,2018,"In 2018, around 18% of NH-8 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2017 to 2018 — the area stayed almost exactly the same. | NH-8 still had plenty of trees and green cover in 2018 — a lot of land was natural and untouched. | In 2018, NH-8 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
NH-8,2019,"In 2019, around 19% of NH-8 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2018 to 2019 — just 0.7% more land got covered. | NH-8 still had plenty of trees and green cover in 2019 — a lot of land was natural and untouched. | In 2019, NH-8 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
NH-8,2020,"In 2020, around 18% of NH-8 was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2019 (by about 0.7%) — this is usually a seasonal variation in satellite readings, not actual demolition. | NH-8 still had plenty of trees and green cover in 2020 — a lot of land was natural and untouched. | In 2020, NH-8 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
NH-8,2021,"In 2021, around 19% of NH-8 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2020 to 2021 — just 0.7% more land got covered. | NH-8 still had plenty of trees and green cover in 2021 — a lot of land was natural and untouched. | In 2021, NH-8 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
NH-8,2022,"In 2022, around 19% of NH-8 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2021 to 2022 — the area stayed almost exactly the same. | NH-8 still had plenty of trees and green cover in 2022 — a lot of land was natural and untouched. | In 2022, NH-8 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
NH-8,2023,"In 2023, around 20% of NH-8 was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2022 to 2023 — just 0.7% more land got covered. | NH-8 still had plenty of trees and green cover in 2023 — a lot of land was natural and untouched. | In 2023, NH-8 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
NH-8,2024,"In 2024, around 19% of NH-8 was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2023 to 2024 — the area stayed almost exactly the same. | NH-8 still had plenty of trees and green cover in 2024 — a lot of land was natural and untouched. | In 2024, NH-8 was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nabhoi,2016,"In 2016, only about 15% of Nabhoi had buildings or roads on it — most of the area was still open land. | Green cover was getting thin in Nabhoi by 2016 — most natural land had been replaced by construction. | In 2016, Nabhoi was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nabhoi,2017,"In 2017, around 16% of Nabhoi was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.5% more land was built on. | Nabhoi still had plenty of trees and green cover in 2017 — a lot of land was natural and untouched. | In 2017, Nabhoi was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nabhoi,2018,"In 2018, around 19% of Nabhoi was covered with buildings and roads — still a lot of open space remaining. | Compared to 2017, construction jumped noticeably — about 3.2% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Nabhoi in 2018 — still some trees and open patches, not fully built over. | In 2018, Nabhoi was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nabhoi,2019,"In 2019, around 18% of Nabhoi was covered with buildings and roads — still a lot of open space remaining. | The built-up reading fell by 1.5% from 2018 — likely a satellite data anomaly rather than actual demolition. | There was a decent amount of greenery in Nabhoi in 2019 — still some trees and open patches, not fully built over. | In 2019, Nabhoi was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nabhoi,2020,"In 2020, around 18% of Nabhoi was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2019 to 2020 — just 0.4% more land got covered. | There was a decent amount of greenery in Nabhoi in 2020 — still some trees and open patches, not fully built over. | In 2020, Nabhoi was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nabhoi,2021,"In 2021, around 18% of Nabhoi was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2020 to 2021 — the area stayed almost exactly the same. | There was a decent amount of greenery in Nabhoi in 2021 — still some trees and open patches, not fully built over. | In 2021, Nabhoi was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nabhoi,2022,"In 2022, around 20% of Nabhoi was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.4% more land was built on. | There was a decent amount of greenery in Nabhoi in 2022 — still some trees and open patches, not fully built over. | In 2022, Nabhoi was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nabhoi,2023,"In 2023, around 20% of Nabhoi was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2022 to 2023 — just 0.6% more land got covered. | There was a decent amount of greenery in Nabhoi in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Nabhoi was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Nabhoi,2024,"In 2024, around 19% of Nabhoi was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2023 (by about 0.8%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Nabhoi still had plenty of trees and green cover in 2024 — a lot of land was natural and untouched. | Night-time activity in Nabhoi was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Nana Chiloda Gam,2016,"In 2016, around 20% of Nana Chiloda Gam was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Nana Chiloda Gam by 2016 — most natural land had been replaced by construction. | In 2016, Nana Chiloda Gam was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nana Chiloda Gam,2017,"In 2017, around 22% of Nana Chiloda Gam was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 1.8% more land was built on. | There was a decent amount of greenery in Nana Chiloda Gam in 2017 — still some trees and open patches, not fully built over. | In 2017, Nana Chiloda Gam was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nana Chiloda Gam,2018,"In 2018, around 24% of Nana Chiloda Gam was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2017 and 2018 — roughly 1.8% more land was built on. | There was a decent amount of greenery in Nana Chiloda Gam in 2018 — still some trees and open patches, not fully built over. | In 2018, Nana Chiloda Gam was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nana Chiloda Gam,2019,"In 2019, around 24% of Nana Chiloda Gam was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2018 (by about 0.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Nana Chiloda Gam in 2019 — still some trees and open patches, not fully built over. | In 2019, Nana Chiloda Gam was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nana Chiloda Gam,2020,"In 2020, around 25% of Nana Chiloda Gam was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2019 and 2020 — roughly 1.3% more land was built on. | There was a decent amount of greenery in Nana Chiloda Gam in 2020 — still some trees and open patches, not fully built over. | In 2020, Nana Chiloda Gam was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nana Chiloda Gam,2021,"In 2021, around 26% of Nana Chiloda Gam was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2020 to 2021 — just 0.8% more land got covered. | There was a decent amount of greenery in Nana Chiloda Gam in 2021 — still some trees and open patches, not fully built over. | In 2021, Nana Chiloda Gam was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nana Chiloda Gam,2022,"In 2022, around 28% of Nana Chiloda Gam was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 2.8% more land was built on. | There was a decent amount of greenery in Nana Chiloda Gam in 2022 — still some trees and open patches, not fully built over. | In 2022, Nana Chiloda Gam was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nana Chiloda Gam,2023,"In 2023, around 31% of Nana Chiloda Gam was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2022 and 2023 — roughly 2.9% more land was built on. | There was a decent amount of greenery in Nana Chiloda Gam in 2023 — still some trees and open patches, not fully built over. | In 2023, Nana Chiloda Gam was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Nana Chiloda Gam,2024,"In 2024, around 31% of Nana Chiloda Gam was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2023 to 2024 — the area stayed almost exactly the same. | There was a decent amount of greenery in Nana Chiloda Gam in 2024 — still some trees and open patches, not fully built over. | In 2024, Nana Chiloda Gam was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
New Indiranagar,2016,"In 2016, around 16% of New Indiranagar was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in New Indiranagar by 2016 — most natural land had been replaced by construction. | In 2016, New Indiranagar was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
New Indiranagar,2017,"In 2017, around 17% of New Indiranagar was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2016 to 2017 — just 0.9% more land got covered. | New Indiranagar still had plenty of trees and green cover in 2017 — a lot of land was natural and untouched. | In 2017, New Indiranagar was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
New Indiranagar,2018,"In 2018, around 17% of New Indiranagar was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2017 to 2018 — the area stayed almost exactly the same. | New Indiranagar still had plenty of trees and green cover in 2018 — a lot of land was natural and untouched. | In 2018, New Indiranagar was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
New Indiranagar,2019,"In 2019, around 18% of New Indiranagar was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2018 to 2019 — just 0.4% more land got covered. | New Indiranagar still had plenty of trees and green cover in 2019 — a lot of land was natural and untouched. | In 2019, New Indiranagar was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
New Indiranagar,2020,"In 2020, around 18% of New Indiranagar was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2019 to 2020 — the area stayed almost exactly the same. | New Indiranagar still had plenty of trees and green cover in 2020 — a lot of land was natural and untouched. | In 2020, New Indiranagar was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
New Indiranagar,2021,"In 2021, around 19% of New Indiranagar was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2020 to 2021 — just 0.7% more land got covered. | New Indiranagar still had plenty of trees and green cover in 2021 — a lot of land was natural and untouched. | In 2021, New Indiranagar was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
New Indiranagar,2022,"In 2022, around 20% of New Indiranagar was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.3% more land was built on. | New Indiranagar still had plenty of trees and green cover in 2022 — a lot of land was natural and untouched. | In 2022, New Indiranagar was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
New Indiranagar,2023,"In 2023, around 20% of New Indiranagar was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2022 to 2023 — just 0.7% more land got covered. | New Indiranagar still had plenty of trees and green cover in 2023 — a lot of land was natural and untouched. | In 2023, New Indiranagar was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
New Indiranagar,2024,"In 2024, around 20% of New Indiranagar was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2023 (by about 0.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | New Indiranagar still had plenty of trees and green cover in 2024 — a lot of land was natural and untouched. | In 2024, New Indiranagar was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Pethapur,2016,"In 2016, around 27% of Pethapur was covered with buildings and roads — still a lot of open space remaining. | Green cover was getting thin in Pethapur by 2016 — most natural land had been replaced by construction. | In 2016, Pethapur was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Pethapur,2017,"In 2017, around 30% of Pethapur was covered with buildings and roads — still a lot of open space remaining. | Compared to 2016, construction jumped noticeably — about 3.5% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Pethapur in 2017 — still some trees and open patches, not fully built over. | In 2017, Pethapur was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Pethapur,2018,"In 2018, around 31% of Pethapur was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2017 and 2018 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Pethapur in 2018 — still some trees and open patches, not fully built over. | In 2018, Pethapur was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Pethapur,2019,"In 2019, around 31% of Pethapur was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2018 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Pethapur in 2019 — still some trees and open patches, not fully built over. | In 2019, Pethapur was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Pethapur,2020,"In 2020, around 31% of Pethapur was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2019 to 2020 — just 0.4% more land got covered. | There was a decent amount of greenery in Pethapur in 2020 — still some trees and open patches, not fully built over. | In 2020, Pethapur was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Pethapur,2021,"In 2021, around 33% of Pethapur was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.4% more land was built on. | There was a decent amount of greenery in Pethapur in 2021 — still some trees and open patches, not fully built over. | In 2021, Pethapur was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Pethapur,2022,"In 2022, around 34% of Pethapur was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.3% more land was built on. | There was a decent amount of greenery in Pethapur in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Pethapur was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
Pethapur,2023,"In 2023, around 36% of Pethapur was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2022 and 2023 — roughly 1.6% more land was built on. | There was a decent amount of greenery in Pethapur in 2023 — still some trees and open patches, not fully built over. | Night-time activity in Pethapur was limited in 2023 — some streets and homes lit up, but it was not a very busy area."
Pethapur,2024,"In 2024, around 36% of Pethapur was covered with buildings and roads — still a lot of open space remaining. | Barely any change from 2023 to 2024 — the area stayed almost exactly the same. | There was a decent amount of greenery in Pethapur in 2024 — still some trees and open patches, not fully built over. | Night-time activity in Pethapur was limited in 2024 — some streets and homes lit up, but it was not a very busy area."
Randesan,2016,"In 2016, around 30% of Randesan was covered with buildings and roads — still a lot of open space remaining. | Almost no greenery left in Randesan by 2016 — it was essentially all concrete, roads, and buildings. | In 2016, Randesan was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Randesan,2017,"In 2017, around 32% of Randesan was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 2.3% more land was built on. | There was a decent amount of greenery in Randesan in 2017 — still some trees and open patches, not fully built over. | Night-time activity in Randesan was limited in 2017 — some streets and homes lit up, but it was not a very busy area."
Randesan,2018,"In 2018, around 35% of Randesan was covered with buildings and roads — still a lot of open space remaining. | Compared to 2017, construction jumped noticeably — about 3.3% more land got built on. That is a big change for a single year. | There was a decent amount of greenery in Randesan in 2018 — still some trees and open patches, not fully built over. | Night-time activity in Randesan was limited in 2018 — some streets and homes lit up, but it was not a very busy area."
Randesan,2019,"In 2019, around 35% of Randesan was covered with buildings and roads — still a lot of open space remaining. | The built-up area slightly shrank compared to 2018 (by about 0.6%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Green cover was getting thin in Randesan by 2019 — most natural land had been replaced by construction. | Night-time activity in Randesan was limited in 2019 — some streets and homes lit up, but it was not a very busy area."
Randesan,2020,"In 2020, around 37% of Randesan was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2019 and 2020 — roughly 2.2% more land was built on. | There was a decent amount of greenery in Randesan in 2020 — still some trees and open patches, not fully built over. | Night-time activity in Randesan was limited in 2020 — some streets and homes lit up, but it was not a very busy area."
Randesan,2021,"In 2021, around 40% of Randesan was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2020 and 2021 — roughly 2.5% more land was built on. | There was a decent amount of greenery in Randesan in 2021 — still some trees and open patches, not fully built over. | Night-time activity in Randesan was limited in 2021 — some streets and homes lit up, but it was not a very busy area."
Randesan,2022,"By 2022, more than half of Randesan was built up (42%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2021 and 2022 — roughly 2.2% more land was built on. | There was a decent amount of greenery in Randesan in 2022 — still some trees and open patches, not fully built over. | Night-time activity in Randesan was limited in 2022 — some streets and homes lit up, but it was not a very busy area."
